Wavelength,Intensity
696.845644550171,1097
696.85570258339294,1121
696.86576031677885,1121
696.87581775030594,1121
696.88587488395171,1122
696.89593171769343,1122
696.90598825150869,1099
696.91604448537453,1099
696.92610041926866,1104
696.93615605316836,1105
696.94621138705111,1110
696.95626642089417,1105
696.96632115467514,1103
696.9763755883713,1103
696.98642972195989,1103
696.99648355541876,1070
697.00653708872483,1070
697.016590321856,1090
697.02664325478929,1090
697.03669588750222,1104
697.0467482199723,1094
697.05680025217691,1094
697.06685198409366,1071
697.07690341569946,1071
697.08695454697238,1093
697.09700537788933,1093
697.107055908428,1068
697.11710613856576,1068
697.1271560682801,1068
697.13720569754832,1063
697.14725502634815,1063
697.15730405465672,1047
697.16735278245164,1065
697.1774012097103,1060
697.18744933641017,1060
697.19749716252863,1043
697.20754468804319,1042
697.21759191293131,1032
697.22763883717062,1024
697.23768546073813,1016
697.2477317836117,1013
697.25777780576868,1001
697.26782352718635,1013
697.27786894784242,1019
697.28791406771438,1019
697.2979588867795,1022
697.30800340501548,1000
697.31804762239949,995
697.32809153890912,991
697.33813515452209,984
697.34817846921555,969
697.35822148296722,957
697.36826419575459,957
697.37830660755469,962
697.3883487183457,974
697.39839052810464,974
697.40843203680913,981
697.41847324443677,981
697.4285141509647,979
697.43855475637076,971
697.44859506063256,970
697.45863506372723,951
697.46867476563239,951
697.47871416632563,947
697.48875326578434,938
697.49879206398623,936
697.50883056090868,921
697.51886875652906,921
697.52890665082509,921
697.53894424377438,931
697.54898153535419,927
697.55901852554223,927
697.56905521431588,927
697.57909160165264,941
697.58912768753032,948
697.5991634719262,941
697.60919895481766,930
697.61923413618274,930
697.62926901599849,932
697.63930359424262,932
697.64933787089262,927
697.65937184592622,917
697.66940551932089,927
697.67943889105391,916
697.6894719611031,916
697.69950472944606,916
697.70953719606018,916
697.719569360923,930
697.72960122401207,932
697.73963278530493,932
697.74966404477937,911
697.75969500241263,909
697.76972565818255,911
697.77975601206663,928
697.78978606404235,928
697.79981581408731,928
697.809845262179,916
697.81987440829516,923
697.82990325241326,923
697.83993179451079,927
697.84996003456547,927
697.85998797255479,919
697.87001560845647,919
697.88004294224811,928
697.89006997390709,928
697.900096703411,920
697.91012313073759,920
697.92014925586443,922
697.93017507876891,922
697.940200599429,900
697.950225817822,895
697.96025073392559,900
697.97027534771746,903
697.980299659175,907
697.990323668276,907
698.000347374998,909
698.01037077931869,912
698.02039388121568,917
698.03041668066635,917
698.04043917764852,879
698.05046137213992,879
698.06048326411781,892
698.07050485356024,895
698.08052614044448,913
698.09054712474835,913
698.10056780644925,910
698.1105881855251,892
698.12060826195352,889
698.13062803571188,883
698.140647506778,889
698.15066667512951,896
698.16068554074423,896
698.17070410359929,903
698.18072236367266,900
698.190740320942,900
698.200757975385,894
698.21077532697927,894
698.22079237570233,894
698.23080912153216,875
698.240825564446,875
698.25084170442165,878
698.26085754143674,878
698.27087307546913,878
698.28088830649654,874
